,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,709766,TRASIEGO DE PULPA ASEPTICA,42444,PLAN MTTO MEC TRASIEGO DE PULPA ASEPTICA,13026259,MTTO ESTRUCTURA,PM02,ABIE,2023-08-08 05:00:00,Ospina Juan,medio,,0.1
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,698442,INTERCAMBIADOR DE CALOR JARABE SIMPLE,42419,PLAN MTTO INTERCAMB. CALOR JARABE SIMPLE,13026256,MTTO ESTRUCTURA,PM02,ABIE,2023-08-08 05:00:00,Ospina Juan,alto,,0.1
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,900308,SISTEMA CIP,20050,MANTENIMIENTO MECANICO SISTEMA ALCIP B,13061523,MTTO BOMBAS- MOTOR,PM02,ABIE,2023-08-04 05:00:00,David Usma,,,0.1
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,728583,LLENADORA TETRA PAK A3 FLEX,,ACEITE HYDRAULICO,13042004,ACEITE HYDRAULICO,PM02,LIB.,2023-08-08 05:00:00,Niño Maria Isabel,,,0.1
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L9,LINEA DE ENVASADO TETRA LITRO LINEA 9,589700,CODIFICADOR DE TINTA,42267,PLAN MTTO CODIFICADOR ELECT. TETRA L9,13076152,Limpieza boquillas modulo de impresión,PM02,LIB.,2023-08-04 05:00:00,Niño Maria Isabel,bajo,,0.1
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,74963301,SISTEMA G (TABLEROS Y CONTROLES),20332,MANT MECANICO SISTE G TABLEROS-CONTROLES,13076098,MTTO FUNCIONAMIENTO AIRE ACONDICION,PM02,ABIE,2023-08-05 05:00:00,Ospina Juan,,,0.1
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO TETRAPACK L1,LINEA DE  ENVASADO DE TETRAPAK LINEA 1,519551,LLENADORA  A3 COMPACK  FLEX  TETRAPAK,17714,MANT MECANICO LLEN TETRA COMPACT FLEX,13076074,CAMBIO DE KITS SEMANAL TETRA,PM02,LIB.,2023-08-04 05:00:00,Juan Diego Murillo,,,0.1
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,538671,CAPSULADORA,44302,PLAN MTTO ELECTRICO ROSCADORA,12865603,MTTO ELECTRICO PANEL DE CONTROL,PM02,ABIE,2023-08-12 05:00:00,Gil Piter,medio,,0.1
0092,POSTOBÓN MEDELLÍN,0092-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207024,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,,HERRAMIENTA,12831123,HERRAMIENTA,PM02,LIB.,2023-08-01 05:00:00,Martínez Andres,,,0.1
0092,POSTOBÓN MEDELLÍN,0092-ENVASADO JUGOS HIT,EQUIPOS PARA  ENVASADO JUGOS HIT,538671,CAPSULADORA,44302,PLAN MTTO ELECTRICO ROSCADORA,12865603,MTTO MICROSW SENSORES Y FOTOCELDAS,PM02,ABIE,2023-08-12 05:00:00,Gil Piter,medio,,0.1
0092,POSTOBÓN MEDELLÍN,0092-PLANTA DE AGUA,TRATAMIENTO DE AGUA PARA ENVASADO,70963319,TANQUE ALMACENAMIENTO AGUA MR TEA,21093,MANT MECANICO TANQUE ALMAC AGUA MR TEA,13026226,REPARACION FUGA TANQUE,PM02,LIB.,2023-08-08 05:00:00,Henao Nelson,,,0.1
0092,POSTOBÓN MEDELLÍN,0092-PREPARACION JUGOS HIT,EQUIPOS PARA PREPARACION JUGOS HIT,829078,MIXER INGREDIENTES,42398,PLAN MTTO MEC. MIXER SISTEMA B,13076171,LUBRICACION RODAMIENTOS MIXER SISTEMA B,PM02,LIB.,2023-08-04 05:00:00,Perez Jhon,medio,,0.1
