,,,FORMATO PLANEACIÓN Y PROGRAMACIÓN DE ACTIVIDADES DE MANTENIMIENTO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Código centro,Centro,Ubicac. técnica,Denominación Ubic.,Equipo,Denominación,No. Plan,Desc. Plan,Orden,Actividad,Clase de orden,Status sistema,Inicio program.,Responsable,Prioridad,,Duración,
0393,G. LUX VILLAVICENCIO,0393-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,709473,FLOCULADOR 9000 GPH,14390,MANTENIMIENTO FLOCULADOR,13149383,Serv pintura motores y bombas floculador,PM02,LIB.,2023-11-14 05:00:00,,,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,82962801,CODIFICADOR,14600,MANTENIMIENTO CODIFICADOR BOTELLON,13149388,Serev. Mtto Codificador  de Botellon,PM02,LIB. OTES,2023-11-01 05:00:00,,Muy elevado/Urgente,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",518546,LLENADORA,14659,MANTENIMIENTO SISTEMA MOTRIZ LLENADORA,13149396,SERV MECANIZADO RESORTES CENTRADOR S/M,PM02,LIB.,2023-11-15 05:00:00,,alto,,0,
0393,G. LUX VILLAVICENCIO,0393-PLANTAS DE AGUAS,TRATAMIENTO DE AGUA PARA ENVASADO,820128,TORRE DESCARBONATADORA,20237,PLAN MTTO TORRE DE AIREACION,13149431,SERV PINTURA GENERAL TORRE AIREACION,PM02,LIB.,2023-11-16 05:00:00,,,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",82962901,CODIFICADOR,14599,MANTENIMIENTO CODIFICADOR GASEOSA,13151364,Serv Mtto Codificador Gaseosas,PM02,LIB. OTES,2023-11-14 05:00:00,,Muy elevado/Urgente,,0,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",518546,LLENADORA,14658,PLAN MANTTO LLENADORA CARBALLO,13165001,Mtto Electrico Llenadora,PM02,ABIE,2023-11-23 05:00:00,Caicedo Guevara Luis Carlos,,,4,
0393,G. LUX VILLAVICENCIO,0393-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207005,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,14657,ASEO TALLER MAQUINARIA,13149390,LIMPIEZA HERRAMIENTAS,PM02,ABIE,2023-11-02 05:00:00,,,,2,
0393,G. LUX VILLAVICENCIO,0393-TALLER MANTTO PLANTA,TALLER  MANTENIMIENTO  EQUIPOS DE PLANTA,207005,TALLER INDUSTRIAL MANTENIMIENTO PLANTA,14657,ASEO TALLER MAQUINARIA,13149390,LIMPIEZA TALLER MAQUINARIA,PM02,ABIE,2023-11-02 05:00:00,,,,2,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",518546,LLENADORA,46619,PLAN MTTO PREDICTIVO LLENADORA 518546,13149434,TERMOGRAFIA TABLE. POTENCIA Y CONTROL,PM07,LIB.,2023-11-02 05:00:00,,Muy elevado/Urgente,,2,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",829629,TRANSPORTADOR DE BOTELLAS,18202,MTTO TRANSPORTADRES,13149416,SERV.REPARACION TRASNPORTADORES DE BEBID,PM02,ABIE,2023-11-16 05:00:00,,alto,,2,
0393,G. LUX VILLAVICENCIO,0393-LINEA BOTELLON 20 LTS,LINEA DE PRODUCCION DE BOTELLONES DE 20,710101,LAVADORA DE HUACALES,17107,INSPECCION SEMANAL  LAVADOAR HUACALES,13149406,Mtto lavadora de Huacales,PM02,ABIE,2023-11-08 05:00:00,,medio/Moderado,,6,
0393,G. LUX VILLAVICENCIO,0393-LINEA DE BOLSAS,LINEA PARA EL LLENADO DE BOLSAS,710165,LLENADORA DE BOLSAS LINEA 6,49572,PLAN MTTO PREDICTIVO  LLENADORA 710165,13165018,TERMOGRAFIA TABLE. POTENCIA Y CONTROL,PM07,ABIE,2023-11-21 05:00:00,Moreno Velandia Alexander,Muy elevado/Urgente,,1,
0393,G. LUX VILLAVICENCIO,0393-LINEA 2,"LINEA DE ENVASADO 12 ONZ Y 1,25 l",520002,CARBO ENFRIADOR,14660,PLAN MANTENIMIENTO CARBO UBE,13149399,Cambio tornillo micrometrico,PM02,LIB.,2023-11-04 05:00:00,,Muy elevado/Urgente,,1,
